#,dsp.height[30]
0,236
1,204
2,199
3,154
4,160
5,141
6,121
7,117
8,98
9,102
10,100
11,89
12,86
13,91
14,82
15,74
16,66
17,66
18,55
19,53
20,52
21,68
22,48
23,42
24,60
25,34
26,44
27,34
28,44
29,47
30,31
31,33
32,29
33,38
34,35
35,30
36,34
37,22
38,29
39,24
40,24
41,21
42,20
43,21
44,25
45,26
46,28
47,20
48,25
49,20
50,20
51,16
52,26
53,14
54,19
55,14
56,14
57,16
58,19
59,13
60,14
61,14
62,8
63,9
64,17
65,11
66,7
67,7
68,16
69,7
70,5
71,14
72,13
73,12
74,6
75,9
76,16
77,8
78,13
79,9
80,8
81,8
82,5
83,13
84,11
85,8
86,7
87,9
88,8
89,8
90,9
91,10
92,9
93,7
94,4
95,7
96,6
97,12
98,3
99,10
100,17
101,13
102,12
103,11
104,10
105,10
106,8
107,9
108,9
109,10
110,8
111,6
112,7
113,8
114,7
115,6
116,5
117,8
118,11
119,8
120,10
121,11
122,10
123,12
124,7
125,7
126,13
127,9
128,12
129,9
130,6
131,10
132,13
133,13
134,12
135,12
136,13
137,8
138,17
139,11
140,13
141,12
142,14
143,15
144,10
145,15
146,13
147,20
148,17
149,13
150,23
151,15
152,32
153,28
154,21
155,17
156,25
157,27
158,33
159,31
160,33
161,30
162,40
163,36
164,38
165,41
166,45
167,47
168,60
169,57
170,66
171,60
172,80
173,80
174,58
175,72
176,98
177,76
178,92
179,77
180,102
181,99
182,127
183,118
184,141
185,128
186,136
187,150
188,172
189,134
190,209
191,171
192,219
193,206
194,266
195,254
196,277
197,257
198,277
199,268
200,302
201,299
202,347
203,337
204,356
205,360
206,411
207,383
208,450
209,407
210,458
211,426
212,498
213,486
214,541
215,487
216,509
217,572
218,575
219,585
220,611
221,534
222,622
223,612
224,686
225,602
226,687
227,662
228,695
229,694
230,696
231,655
232,683
233,706
234,731
235,726
236,816
237,720
238,808
239,690
240,833
241,711
242,795
243,750
244,808
245,740
246,775
247,741
248,770
249,675
250,761
251,697
252,733
253,723
254,769
255,703
256,754
257,684
258,713
259,713
260,732
261,668
262,657
263,625
264,719
265,559
266,641
267,572
268,622
269,573
270,561
271,538
272,624
273,523
274,530
275,471
276,542
277,467
278,484
279,454
280,467
281,429
282,446
283,391
284,416
285,370
286,402
287,360
288,344
289,277
290,319
291,313
292,285
293,286
294,311
295,229
296,230
297,244
298,230
299,218
300,224
301,175
302,193
303,196
304,212
305,162
306,176
307,151
308,177
309,134
310,144
311,151
312,127
313,114
314,97
315,108
316,106
317,94
318,100
319,73
320,83
321,63
322,92
323,71
324,82
325,53
326,80
327,73
328,70
329,63
330,57
331,48
332,51
333,45
334,51
335,55
336,37
337,46
338,53
339,37
340,40
341,26
342,33
343,31
344,34
345,25
346,30
347,19
348,27
349,28
350,20
351,20
352,15
353,19
354,26
355,26
356,23
357,21
358,23
359,21
360,22
361,24
362,21
363,11
364,12
365,20
366,20
367,14
368,12
369,13
370,11
371,14
372,18
373,8
374,10
375,9
376,6
377,8
378,10
379,22
380,8
381,9
382,7
383,8
384,10
385,9
386,15
387,10
388,9
389,14
390,8
391,12
392,12
393,15
394,9
395,9
396,10
397,7
398,8
399,5
